,Article_Name,Article_ID
3589,Saint_Joan_%28play%29,A3590
3590,Saint_Kitts_and_Nevis,A3591
3591,Saint_Lawrence_Seaway,A3592
3592,Saint_Lucia,A3593
3593,Saint_Petersburg,A3594
3594,Saint_Vincent_and_the_Grenadines,A3595
3595,Sakurajima,A3596
3596,Saladin,A3597
3597,Salford,A3598
3598,Salsa_music,A3599
3599,Salt,A3600
3600,Salt_Lake_City%2C_Utah,A3601
3601,Saltasaurus,A3602
3602,Salvador_Dal%C3%AD,A3603
3603,Samantha_Smith,A3604
3604,Samarium,A3605
3605,Samoa,A3606
3606,Samuel_Beckett,A3607
3607,Samuel_Taylor_Coleridge,A3608
3608,San_Diegan,A3609
3609,San_Diego_Electric_Railway,A3610
3610,San_Diego_and_Arizona_Railway,A3611
3611,San_Francisco%2C_California,A3612
3612,San_Francisco_garter_snake,A3613
3613,San_Jose%2C_California,A3614
3614,San_Marino,A3615
3615,Sand,A3616
3616,Sand_art_and_play,A3617
3617,Sand_shark,A3618
3618,Sandringham_House,A3619
3619,Sandur,A3620
3620,Sandy_Koufax,A3621
3621,Sanskrit,A3622
3622,Sanssouci,A3623
3623,Santa_Claus,A3624
3624,Santamar%C3%ADa_%28volcano%29,A3625
3625,Santiago%2C_Chile,A3626
3626,Santorini,A3627
3627,Sarajevo,A3628
3628,Sardar_Vallabhbhai_Patel,A3629
3629,Sasha_%28DJ%29,A3630
3630,Sassanid_Empire,A3631
3631,Saturn,A3632
3632,Saturn_V,A3633
3633,Saudi_Arabia,A3634
3634,Saurischia,A3635
3635,Sauropodomorpha,A3636
3636,Sauroposeidon,A3637
3637,Sauropsid,A3638
3638,Saxicola,A3639
3639,Saxophone,A3640
3640,Scandium,A3641
3641,Scanian_%28linguistics%29,A3642
3642,Scattered_disc,A3643
3643,Scelidosaurus,A3644
3644,Scent_of_a_Woman,A3645
3645,Schatzki_ring,A3646
3646,Scheme_programming_language,A3647
3647,Schizophrenia,A3648
3648,Schr%C3%B6dinger_equation,A3649
3649,Schuttern_Gospels,A3650
3650,Science,A3651
3651,Scientific_classification,A3652
3652,Scooby-Doo,A3653
3653,Scotch_College%2C_Perth,A3654
3654,Scotland,A3655
3655,Scotland_in_the_High_Middle_Ages,A3656
3656,Scots_language,A3657
3657,Scott_Special,A3658
3658,Scottish_Episcopal_Church,A3659
3659,Scottish_Gaelic_language,A3660
3660,Scottish_Highlands,A3661
3661,Scottish_mythology,A3662
3662,Scouting,A3663
3663,Scramble_for_Africa,A3664
3664,Screw,A3665
3665,Scrooge_McDuck,A3666
3666,Sculpture,A3667
3667,Scurvy,A3668
3668,Sea,A3669
3669,Sea_level_rise,A3670
3670,Sea_of_Galilee,A3671
3671,Seaborgium,A3672
3672,Sean_Connery,A3673
3673,Sears_Catalog_Home,A3674
3674,Season,A3675
3675,Seattle%2C_Washington,A3676
3676,Seawater,A3677
3677,Second_Boer_War,A3678
3678,Second_Congo_War,A3679
3679,Second_Crusade,A3680
3680,Seed,A3681
3681,Seinfeld,A3682
3682,Selena,A3683
3683,Selenium,A3684
3684,Semiconductor,A3685
3685,Semiconductor_device,A3686
3686,Senate_of_Canada,A3687
3687,Senegal,A3688
3688,Senufo_languages,A3689
3689,Seoul,A3690
3690,Separation_of_powers_under_the_United_States_Constitution,A3691
3691,September_11%2C_2001_attacks,A3692
3692,Sequence_alignment,A3693
3693,Sequoia,A3694
3694,Serbia,A3695
3695,Serbia_and_Montenegro,A3696
3696,Serenity_%28film%29,A3697
3697,Sermon_on_the_Mount,A3698
3698,Sesame,A3699
3699,Sesame_Street,A3700
3700,Set,A3701
3701,Severn_crossing,A3702
3702,Seychelles,A3703
3703,Sgt._Pepper%27s_Lonely_Hearts_Club_Band,A3704
3704,Shabo_language,A3705
3705,Shackleton_%28crater%29,A3706
3706,Shaka,A3707
3707,Shanghai,A3708
3708,Shark,A3709
3709,Sharon_Tate,A3710
3710,Sheffield,A3711
3711,Sheikh_Mujibur_Rahman,A3712
3712,Shelduck,A3713
3713,Shenzhou_6,A3714
3714,Shenzhou_spacecraft,A3715
3715,Shetland,A3716
3716,Shielded_metal_arc_welding,A3717
3717,Shigin,A3718
3718,Shining_Path,A3719
3719,Shinto,A3720
3720,Ship,A3721
3721,Shoe_polish,A3722
3722,Short-beaked_Echidna,A3723
3723,Shoshone_National_Forest,A3724
3724,Shrimp_farm,A3725
3725,Shrine_of_Remembrance,A3726
3726,Shroud_of_Turin,A3727
3727,Sichuan_Pepper,A3728
3728,Sicilian_Baroque,A3729
3729,Sickle-cell_disease,A3730
3730,Siege,A3731
3731,Siege_of_Antioch,A3732
3732,Sierra_Leone,A3733
3733,Sigmund_Freud,A3734
3734,Sikhism,A3735
3735,Sikkim,A3736
3736,Silent_film,A3737
3737,Silicon,A3738
3738,Silurian,A3739
3739,Silver,A3740
3740,Sim%C3%B3n_Bol%C3%ADvar,A3741
3741,SimCity,A3742
3742,Simca_Vedette,A3743
3743,Sinclair_Research_Ltd,A3744
3744,Singapore,A3745
3745,Sino-German_cooperation_%281911-1941%29,A3746
3746,Sino-Roman_relations,A3747
3747,Sirius,A3748
3748,Sistine_Chapel_ceiling,A3749
3749,Sitting_Bull,A3750
3750,Six-party_talks_concerning_North_Korea%27s_nuclear_program,A3751
3751,Sk%C3%A5neland,A3752
3752,Ska,A3753
3753,Skiing,A3754
3754,Skylark,A3755
3755,Slavery,A3756
3756,Slavic_mythology,A3757
3757,Sleep,A3758
3758,Slovakia,A3759
3759,Slovenia,A3760
3760,Smallpox,A3761
3761,Smog,A3762
3762,Snaefell_Mountain_Railway,A3763
3763,Snake_charming,A3764
3764,Snow,A3765
3765,Snow_Goose,A3766
3766,Snowball_Earth,A3767
3767,Snowdonia,A3768
3768,Snowdonia_National_Park,A3769
3769,Snowy_Owl,A3770
3770,Social_anxiety,A3771
3771,Social_capital,A3772
3772,Social_contract_%28Malaysia%29,A3773
3773,Socialism,A3774
3774,Society,A3775
3775,Society_of_Merchant_Venturers,A3776
3776,Sociocultural_evolution,A3777
3777,Sociology,A3778
3778,Socrates,A3779
3779,Soddo_language,A3780
3780,Sodium,A3781
3781,Sodium_hydroxide,A3782
3782,Sodium_sulfate,A3783
3783,Soil,A3784
3784,Soil_moisture,A3785
3785,Soil_pH,A3786
3786,Soil_profile,A3787
3787,Soil_salination,A3788
3788,Soil_science,A3789
3789,Soil_structure,A3790
3790,Soils_retrogression_and_degradation,A3791
3791,Solar_System,A3792
3792,Solar_eclipse,A3793
3793,Solomon_Islands,A3794
3794,Somalia,A3795
3795,Song_Thrush,A3796
3796,Sonic_the_Hedgehog_%28character%29,A3797
3797,Sony,A3798
3798,Sorghum,A3799
3799,Sorrel,A3800
3800,Soukous,A3801
3801,Sound,A3802
3802,Soup,A3803
3803,South_Africa,A3804
3804,South_America,A3805
3805,South_China_Sea,A3806
3806,South_Georgia_and_the_South_Sandwich_Islands,A3807
3807,South_Korea,A3808
3808,South_Ossetia,A3809
3809,Southampton,A3810
3810,Southern_Africa,A3811
3811,Southern_Ocean,A3812
3812,Southern_Pacific_4449,A3813
3813,Southern_Rockhopper_Penguin,A3814
3814,Southern_United_States,A3815
3815,Soviet_Union,A3816
3816,Soybean,A3817
3817,Space_Invaders,A3818
3818,Space_Race,A3819
3819,Space_Shuttle_Challenger,A3820
3820,Space_Shuttle_Challenger_disaster,A3821
3821,Space_Shuttle_Columbia,A3822
3822,Space_Shuttle_Columbia_disaster,A3823
3823,Space_Shuttle_Endeavour,A3824
3824,Space_Shuttle_program,A3825
3825,Space_exploration,A3826
3826,Space_station,A3827
3827,Space_suit,A3828
3828,Spacecraft_propulsion,A3829
3829,Spain,A3830
3830,Spanish_Armada,A3831
3831,Spanish_Inquisition,A3832
3832,Spanish_conquest_of_the_Inca_Empire,A3833
3833,Spanish_language,A3834
3834,Sparrow,A3835
3835,Sparrowhawk,A3836
3836,Speaker_of_the_British_House_of_Commons,A3837
3837,Speaker_of_the_United_States_House_of_Representatives,A3838
3838,Special_relativity,A3839
3839,Speech_synthesis,A3840
3840,Speed_of_light,A3841
3841,Sperm_Whale,A3842
3842,Sphere,A3843
3843,Spherical_aberration,A3844
3844,Spider,A3845
3845,Spinosaurus,A3846
3846,Spirit_of_the_American_Doughboy,A3847
3847,Spix%27s_Macaw,A3848
3848,Split_infinitive,A3849
3849,Sponsorship_Directdebit,A3850
3850,Sport,A3851
3851,Spotted_Flycatcher,A3852
3852,Spring_%28season%29,A3853
3853,Spring_Heeled_Jack,A3854
3854,Sputnik_1,A3855
3855,Sputnik_2,A3856
3856,Sputnik_program,A3857
3857,Spyware,A3858
3858,Squash_%28sport%29,A3859
3859,Sri_Lanka,A3860
3860,Sri_Lankan_Civil_War,A3861
3861,St_Buryan,A3862
3862,St_Michael%27s_Mount,A3863
3863,St_Paul%27s_Cathedral,A3864
3864,Stag_beetle,A3865
3865,Stage_%28theatre%29,A3866
3866,Stained_glass,A3867
3867,Stanis%C5%82aw_Koniecpolski,A3868
3868,Stanis%C5%82aw_Lem,A3869
3869,Stanley%2C_Falkland_Islands,A3870
3870,Stanley_Baldwin,A3871
3871,Star,A3872
3872,StarCraft,A3873
3873,Star_Fox__Assault,A3874
3874,Star_Trek,A3875
3875,Star_Trek__Deep_Space_Nine,A3876
3876,Star_Trek__The_Original_Series,A3877
3877,Star_Wars,A3878
3878,Star_Wars_Episode_IV__A_New_Hope,A3879
3879,Star_anise,A3880
3880,Stargate_SG-1,A3881
3881,Starling,A3882
3882,Starship_Troopers,A3883
3883,Statistics,A3884
3884,Statue_of_Zeus_at_Olympia,A3885
3885,Steam_engine,A3886
3886,Steel,A3887
3887,Stefan_Edberg,A3888
3888,Stegosaurus,A3889
3889,Stem_cell,A3890
3890,Stephen_Harper,A3891
3891,Stephen_Hawking,A3892
3892,Stephen_Jay_Gould,A3893
3893,Stephen_Trigg,A3894
3894,Stephen_of_England,A3895
3895,Steve_Davis,A3896
3896,Stickleback,A3897
3897,Still_Game,A3898
3898,Stingray,A3899
3899,Stock,A3900
3900,Stock_car_%28rail%29,A3901
3901,Stockholm,A3902
3902,Stoicism,A3903
3903,Stone_Age,A3904
3904,Stonehenge,A3905
3905,Storm_of_October_1804,A3906
3906,Stornoway,A3907
3907,Stourbridge_Lion,A3908
3908,Strait_of_Malacca,A3909
3909,Stratford-upon-Avon,A3910
3910,String_theory,A3911
3911,Stroke,A3912
3912,Strontium,A3913
3913,Struthiomimus,A3914
3914,Stuttering,A3915
3915,Stuttgart,A3916
3916,Styracosaurus,A3917
3917,Sub-Saharan_Africa,A3918
3918,Suburbs_of_Johannesburg,A3919
3919,Sucre,A3920
3920,Sudan,A3921
3921,Sudanic_languages,A3922
3922,Sudoku,A3923
3923,Suez_Canal,A3924
3924,Suffrage,A3925
3925,Sugar,A3926
3926,Sugar_beet,A3927
3927,Sugarcane,A3928
3928,Suikinkutsu,A3929
3929,Suleiman_the_Magnificent,A3930
3930,Sulfur,A3931
3931,Sulfuric_acid,A3932
3932,Sultan,A3933
3933,Sumac,A3934
3934,Sumatra,A3935
3935,Sumer,A3936
3936,Summer,A3937
3937,Summer_Hill%2C_New_South_Wales,A3938
3938,Sumo,A3939
3939,Sun,A3940
3940,Sun_Tzu,A3941
3941,Sun_Yat-sen,A3942
3942,Sundew,A3943
3943,Sunflower,A3944
3944,Sunlight,A3945
3945,Sunol_Water_Temple,A3946
3946,Sunset_Boulevard_%281950_film%29,A3947
3947,Super_14,A3948
3948,Super_Bowl_XL,A3949
3949,Super_Chief,A3950
3950,Super_Mario_64,A3951
3951,Super_Mario_Bros.,A3952
3952,Superconductivity,A3953
3953,Superman,A3954
3954,Supermarine_Spitfire,A3955
3955,Supply_and_demand,A3956
3956,Supply_chain_management,A3957
3957,Supreme_Court_of_the_United_States,A3958
3958,Suriname,A3959
3959,Surtsey,A3960
3960,Sustainable_forestry,A3961
3961,Sutton_Hoo,A3962
3962,Svalbard,A3963
3963,Svart%C3%A1lfar,A3964
3964,Swallow,A3965
3965,Swan,A3966
3966,Swastika,A3967
3967,Swaziland,A3968
3968,Sweden,A3969
3969,Swedish_allotment_system,A3970
3970,Swift,A3971
3971,Swiss_Federal_Council,A3972
3972,Swissair_Flight_111,A3973
3973,Switzerland,A3974
3974,Sydney,A3975
3975,Sydney_Newman,A3976
3976,Sydney_Riot_of_1879,A3977
3977,Sylvanus_Morley,A3978
3978,Symmetry,A3979
3979,Synthesizer,A3980
3980,Syria,A3981
3981,T-34,A3982
3982,T._D._Judah,A3983
3983,T._S._Eliot,A3984
3984,TGV,A3985
3985,Tacitean_studies,A3986
3986,Tagoi_language,A3987
3987,Taipei,A3988
3988,Taiwan,A3989
3989,Taj_Mahal,A3990
3990,Tajikistan,A3991
3991,Talc,A3992
3992,Tamarind,A3993
3993,Tamil_language,A3994
3994,Tamil_people,A3995
3995,Tank,A3996
3996,Tansy,A3997
3997,Tantalum,A3998
3998,Tanzania,A3999
3999,Tao_Te_Ching,A4000
4000,Taoism,A4001
4001,Tarragon,A4002
4002,Tashkent,A4003
4003,Tasmanian_Devil,A4004
4004,Tawny_Owl,A4005
4005,Tay-Sachs_disease,A4006
4006,Tay_Rail_Bridge,A4007
4007,TeX,A4008
4008,Tea,A4009
4009,Technetium,A4010
4010,Technology,A4011
4011,Tehran,A4012
4012,Tel_Aviv,A4013
4013,Telecommunication,A4014
4014,Telephone,A4015
4015,Telephone_exchange,A4016
4016,Telescope,A4017
4017,Television,A4018
4018,Tellurium,A4019
4019,Temperate,A4020
4020,Temple_of_Artemis,A4021
4021,Templon,A4022
4022,Tennis,A4023
4023,Tennis_Masters_Cup,A4024
4024,Tenzin_Gyatso%2C_14th_Dalai_Lama,A4025
4025,Tenzing_Norgay,A4026
4026,Terbium,A4027
4027,Terik,A4028
4028,Tern,A4029
4029,Terrorism,A4030
4030,Textile,A4031
4031,Thailand,A4032
4032,Thalassemia,A4033
4033,Thallium,A4034
4034,The_Absent-Minded_Beggar,A4035
4035,The_Adventures_of_Tintin,A4036
4036,The_Anarchy,A4037
4037,The_Ashes,A4038
4038,The_Bahamas,A4039
4039,The_Beano,A4040
4040,The_Beatles,A4041
4041,The_Beatles_discography,A4042
4042,The_Blitz,A4043
4043,The_Broads,A4044
4044,The_Brothers_Karamazov,A4045
4045,The_Canadian,A4046
4046,The_Cantos,A4047
4047,The_Cat_in_the_Hat,A4048
4048,The_Catcher_in_the_Rye,A4049
4049,The_Catlins,A4050
4050,The_Championships%2C_Wimbledon,A4051
4051,The_Children%27s_Machine,A4052
4052,The_Count_of_Monte_Cristo,A4053
4053,The_Country_Wife,A4054
4054,The_Curious_Incident_of_the_Dog_in_the_Night-time,A4055
4055,The_Dandy,A4056
4056,The_Fairy-Queen,A4057
4057,The_Famous_Five_%28characters%29,A4058
4058,The_Fens,A4059
4059,The_Frogs,A4060
4060,The_Gambia,A4061
4061,The_Godfather,A4062
4062,The_Great_Exhibition,A4063
4063,The_Hague,A4064
4064,The_Hitchhiker%27s_Guide_to_the_Galaxy,A4065
4065,The_Hobbit,A4066
4066,The_Holocaust,A4067
4067,The_Illuminatus%21_Trilogy,A4068
4068,The_Importance_of_Being_Earnest,A4069
4069,The_Iron_Bridge,A4070
4070,The_King%27s_Regiment_%28Liverpool%29,A4071
4071,The_Last_Supper_%28Leonardo%29,A4072
4072,The_Legend_of_Zelda_series,A4073
4073,The_Lion%2C_the_Witch_and_the_Wardrobe,A4074
4074,The_Lion_King,A4075
4075,The_Lorax,A4076
4076,The_Lord_of_the_Rings,A4077
4077,The_Lord_of_the_Rings_film_trilogy,A4078
4078,The_Magic_Flute,A4079
4079,The_Marriage_of_Figaro,A4080
4080,The_Merchant_of_Venice,A4081
4081,The_Mismeasure_of_Man,A4082
4082,The_Old_Man_and_the_Sea,A4083
4083,The_Origin_of_Species,A4084
4084,The_Oz_books,A4085
4085,The_Picture_of_Dorian_Gray,A4086
4086,The_Pilgrim%27s_Progress,A4087
4087,The_Quatermass_Experiment,A4088
4088,The_Relapse,A4089
4089,The_Rime_of_the_Ancient_Mariner,A4090
4090,The_Rite_of_Spring,A4091
4091,The_Rolling_Stones,A4092
4092,The_Seagull,A4093
4093,The_Shawshank_Redemption,A4094
4094,The_Simpsons,A4095
4095,The_Smiths,A4096
4096,The_Supremes,A4097
4097,The_Temptations,A4098
4098,The_Wall_Street_Journal,A4099
4099,The_Waste_Land,A4100
4100,The_West_Wing_%28TV_series%29,A4101
4101,The_X-Files,A4102
4102,Theatre,A4103
4103,Theatre_Royal%2C_Drury_Lane,A4104
4104,Theatre_in_the_round,A4105
4105,Theodore_Roosevelt,A4106
4106,Therizinosaurus,A4107
4107,Thermodynamic_temperature,A4108
4108,Thermodynamics,A4109
4109,Theropoda,A4110
4110,Theta,A4111
4111,Thiamine,A4112
4112,Third_Servile_War,A4113
4113,Thomas_Aquinas,A4114
4114,Thomas_Becket,A4115
4115,Thomas_Cranmer,A4116
4116,Thomas_Edison,A4117
4117,Thomas_Gainsborough,A4118
4118,Thomas_Hobbes,A4119
4119,Thomas_Jefferson,A4120
4120,Thomas_Malthus,A4121
4121,Thomas_More,A4122
4122,Thomas_Pynchon,A4123
4123,Thomas_Samuel_Kuhn,A4124
4124,Thor,A4125
4125,Thorax,A4126
4126,Thorium,A4127
4127,Thrasybulus,A4128
4128,Three_Gorges_Dam,A4129
4129,Three_Laws_of_Robotics,A4130
4130,Three_Mile_Island_accident,A4131
4131,Thrush_%28bird%29,A4132
4132,Thucydides,A4133
4133,Thulium,A4134
4134,Thunderstorm,A4135
4135,Tiananmen_Square_protests_of_1989,A4136
4136,Tibet,A4137
4137,Tide,A4138
4138,Tiger,A4139
4139,Tiger_Woods,A4140
4140,Tiger_shark,A4141
4141,Tigris,A4142
4142,Tijuana,A4143
4143,Tiktaalik,A4144
4144,Tim_Berners-Lee,A4145
4145,Tim_Henman,A4146
4146,Timbuktu,A4147
4147,Time,A4148
4148,Time_zone,A4149
4149,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,A4150
4150,Timken_1111,A4151
4151,Timur,A4152
4152,Tin,A4153
4153,Tin%28II%29_chloride,A4154
4154,Tin_whistle,A4155
4155,Tiridates_I_of_Armenia,A4156
4156,Titanium,A4157
4157,Titanosauridae,A4158
4158,To_Kill_a_Mockingbird,A4159
4159,Tobacco,A4160
4160,Tobacco_smoking,A4161
4161,Tofu,A4162
4162,Togo,A4163
4163,Tokelau,A4164
4164,Tokyo,A4165
4165,Toluene,A4166
4166,Tom_and_Jerry_%28MGM%29,A4167
4167,Tone_cluster,A4168
4168,Tonga,A4169
4169,Tony_Blair,A4170
4170,Tooth_development,A4171
4171,Tooth_enamel,A4172
4172,Top_of_the_Pops,A4173
4173,Topology,A4174
4174,Toraja,A4175
4175,Tornado,A4176
4176,Toronto,A4177
4177,Tottenham_Hotspur_F.C.,A4178
4178,Tour_de_France,A4179
4179,Tourette_syndrome,A4180
4180,Tourism,A4181
4181,Tower_Bridge,A4182
4182,Tower_of_London,A4183
4183,Toy,A4184
4184,Toy_Story,A4185
4185,Trabancos_River,A4186
4186,Trade_and_usage_of_saffron,A4187
4187,Trade_union,A4188
4188,Trafalgar_Square,A4189
4189,Train,A4190
4190,Trans-Siberian_Railway,A4191
4191,Transit_of_Venus,A4192
4192,Transport,A4193
4193,Trapdoor_spider,A4194
4194,Treasure_Island,A4195
4195,Treaty_of_Devol,A4196
4196,Treaty_of_Versailles,A4197
4197,Tree,A4198
4198,Tree_Sparrow,A4199
4199,Tree_frog,A4200
4200,Treecreeper,A4201
4201,Trench_warfare,A4202
4202,Triassic,A4203
4203,Triathlon,A4204
4204,Tribe,A4205
4205,Triceratops,A4206
4206,Trichinosis,A4207
4207,Triggerplant,A4208
4208,Trigonometric_function,A4209
4209,Trigonometry,A4210
4210,Trimurti,A4211
4211,Trinidad_and_Tobago,A4212
4212,Trinity,A4213
4213,Trinity_College%2C_Cambridge,A4214
4214,Trinity_test,A4215
4215,Tripitaka,A4216
4216,Tripoli,A4217
4217,Triumph_of_the_Will,A4218
4218,Trobairitz,A4219
4219,Trojan_War,A4220
4220,Troodon,A4221
4221,Troop_sleeper,A4222
4222,Tropical_Storm_Allison,A4223
4223,Tropical_Storm_Ana_%282003%29,A4224
4224,Tropical_Storm_Bilis_%282006%29,A4225
4225,Tropical_Storm_Bonnie_%282004%29,A4226
4226,Tropical_Storm_Chris_%282006%29,A4227
4227,Tropical_Storm_Danielle_%281992%29,A4228
4228,Tropical_Storm_Delta_%282005%29,A4229
4229,Tropical_Storm_Franklin_%282005%29,A4230
4230,Tropical_Storm_Harvey_%282005%29,A4231
4231,Tropical_Storm_Henri_%282003%29,A4232
4232,Tropical_Storm_Isabel_%281985%29,A4233
4233,Tropical_Storm_Larry_%282003%29,A4234
4234,Tropical_Storm_Lee_%282005%29,A4235
4235,Tropical_Storm_Leslie_%282000%29,A4236
4236,Tropical_Storm_Matthew_%282004%29,A4237
4237,Tropical_Storm_Odette_%282003%29,A4238
4238,Tropical_Storm_Vamei,A4239
4239,Tropical_Storm_Zeta_%282005%29,A4240
4240,Tropical_cyclone,A4241
4241,Tropics,A4242
4242,Trout,A4243
4243,Trumpet,A4244
4244,Tsar_Bomba,A4245
4245,Tsunami,A4246
4246,Tuatara,A4247
4247,Tuberculosis,A4248
4248,Tufted_Duck,A4249
4249,Tuna,A4250
4250,Tungsten,A4251
4251,Tunis,A4252
4252,Tunisia,A4253
4253,Tupac_Shakur,A4254
4254,Turin,A4255
4255,Turkey,A4256
4256,Turkey_%28bird%29,A4257
4257,Turkish_Republic_of_Northern_Cyprus,A4258
4258,Turkish_literature,A4259
4259,Turkmenistan,A4260
4260,Turks_and_Caicos_Islands,A4261
4261,Turmeric,A4262
4262,Turner_syndrome,A4263
4263,Turquoise,A4264
4264,Turtle,A4265
4265,Tutsi,A4266
4266,Tuvalu,A4267
4267,Tycho_Brahe,A4268
4268,Typewriter,A4269
4269,Typhoon_Ewiniar_%282006%29,A4270
4270,Typhoon_Saomai_%282006%29,A4271
4271,Tyrannosaurus,A4272
4272,U.S._Navy_Marine_Mammal_Program,A4273
4273,U.S._Open_%28tennis%29,A4274
4274,U.S._Route_66,A4275
4275,U.S._state,A4276
4276,U2,A4277
4277,USS_Wisconsin_%28BB-64%29,A4278
4278,Ubuntu_%28Linux_distribution%29,A4279
4279,Uffington_White_Horse,A4280
4280,Uganda,A4281
4281,Ukraine,A4282
4282,Ukulele,A4283
4283,Ulawun,A4284
4284,Ultimatum_game,A4285
4285,Ultraviolet,A4286
4286,Uluru,A4287
4287,Ulysses_S._Grant,A4288
4288,Umbrella_Cockatoo,A4289
4289,Underground_%28stories%29,A4290
4290,Union_Flag,A4291
4291,Union_Station_%28San_Diego%29,A4292
4292,United_Arab_Emirates,A4293
4293,United_Kingdom,A4294
4294,United_Kingdom_national_football_team,A4295
4295,United_Malays_National_Organisation,A4296
4296,United_Nations,A4297
4297,United_States,A4298
4298,United_States_Bill_of_Rights,A4299
4299,United_States_Congress,A4300
4300,United_States_Constitution,A4301
4301,United_States_Declaration_of_Independence,A4302
4302,United_States_House_of_Representatives,A4303
4303,United_States_Numbered_Highways,A4304
4304,United_States_Senate,A4305
4305,United_States_Virgin_Islands,A4306
4306,United_States_dollar,A4307
4307,United_for_Peace_and_Justice,A4308
4308,Universe,A4309
4309,University,A4310
4310,University_of_Bristol,A4311
4311,University_of_Cambridge,A4312
4312,University_of_Chicago,A4313
4313,University_of_Texas_at_Austin,A4314
4314,Unix,A4315
4315,Ununbium,A4316
4316,Ununhexium,A4317
4317,Ununoctium,A4318
4318,Ununpentium,A4319
4319,Ununquadium,A4320
4320,Ununtrium,A4321
4321,Upsilon_Andromedae,A4322
4322,Upsilon_Andromedae_b,A4323
4323,Upsilon_Andromedae_c,A4324
4324,Upsilon_Andromedae_d,A4325
4325,Uranium,A4326
4326,Uranus,A4327
4327,Urial,A4328
4328,Ursuline_Convent_Riots,A4329
4329,Uruguay,A4330
4330,Utilitarianism,A4331
4331,Utrecht_%28city%29,A4332
4332,Uzbekistan,A4333
4333,Vacutainer,A4334
4334,Valpara%C3%ADso,A4335
4335,Vampire,A4336
4336,Vampire_bat,A4337
4337,Van_Halen,A4338
4338,Vanadium,A4339
4339,Vancouver,A4340
4340,Vanilla,A4341
4341,Vanuatu,A4342
4342,Varanasi,A4343
4343,Vasco_da_Gama,A4344
4344,Vatican_City,A4345
4345,Vegetable,A4346
4346,Vegetation,A4347
4347,Velociraptor,A4348
4348,Venezuela,A4349
4349,Venn_diagram,A4350
4350,Venus,A4351
4351,Venus_and_Adonis_%28opera%29,A4352
4352,Vernon_Kell,A4353
4353,Vertebrate,A4354
4354,Vestigial_structure,A4355
4355,Vicia_faba,A4356
4356,Victor_Hugo,A4357
4357,Victoria%2C_Seychelles,A4358
4358,Victoria_Cross,A4359
4359,Victoria_of_the_United_Kingdom,A4360
4360,Video,A4361
4361,Vienna,A4362
4362,Vietnam,A4363
4363,Vietnam_War,A4364
4364,Viking,A4365
4365,Vinaya,A4366
4366,Vincent_van_Gogh,A4367
4367,Virgil,A4368
4368,Virginian_Railway,A4369
4369,Virtuti_Militari,A4370
4370,Virus,A4371
4371,Visual_arts,A4372
4372,Vitamin,A4373
4373,Vitamin_C,A4374
4374,Vitamin_D,A4375
4375,Vitus_Bering,A4376
4376,Vivien_Leigh,A4377
4377,Vladimir_Lenin,A4378
4378,Vodafone,A4379
4379,Volcanic_pipe,A4380
4380,Volcano,A4381
4381,Vole,A4382
4382,Volga_River,A4383
4383,Volleyball,A4384
4384,Volt,A4385
4385,Voltaire,A4386
4386,Voting,A4387
4387,Vowel,A4388
4388,Voynich_manuscript,A4389
4389,Vulgar_Latin,A4390
4390,Vulture,A4391
4391,W._Mark_Felt,A4392
4392,WTA_Tour_Championships,A4393
4393,Wader,A4394
4394,Waheguru,A4395
4395,Wake_Island,A4396
4396,Wales,A4397
4397,Wall_Street,A4398
4398,Wallaby,A4399
4399,Wallis_and_Futuna,A4400
4400,Walrus,A4401
4401,Walt_Disney,A4402
4402,Walt_Whitman,A4403
4403,Walter_Raleigh,A4404
4404,Walter_Scott,A4405
4405,War,A4406
4406,War_and_Peace,A4407
4407,War_in_Somalia_%282006%E2%80%93present%29,A4408
4408,War_of_the_League_of_Cambrai,A4409
4409,War_of_the_Spanish_Succession,A4410
4410,Ward_Cunningham,A4411
4411,Warren_G._Harding,A4412
4412,Wars_of_Castro,A4413
4413,Wars_of_the_Roses,A4414
4414,Warsaw,A4415
4415,Warsaw_Uprising_%281794%29,A4416
4416,Wasabi,A4417
4417,Washington%2C_D.C.,A4418
4418,Washington_Metro,A4419
4419,Washington_streetcars,A4420
4420,Wasp,A4421
4421,Waste_management,A4422
4422,Watch,A4423
4423,Watchmen,A4424
4424,Water,A4425
4425,Water_Buffalo,A4426
4426,Water_polo,A4427
4427,Water_purification,A4428
4428,Water_resources,A4429
4429,Watercolor_painting,A4430
4430,Watling_Street,A4431
4431,Wave,A4432
4432,Wave%E2%80%93particle_duality,A4433
4433,Wayne_Rooney,A4434
4434,Weakest_Link,A4435
4435,Weapon,A4436
4436,Weasel,A4437
4437,Weather,A4438
4438,Weather_forecasting,A4439
4439,Weather_map,A4440
4440,Weed,A4441
4441,Weight_training,A4442
4442,Weimar_Republic,A4443
4443,Welding,A4444
4444,Wellington,A4445
4445,Welsh_law,A4446
4446,Wernher_von_Braun,A4447
4447,Wessex,A4448
4448,West_Bank,A4449
4449,West_Flemish,A4450
4450,West_Virginia,A4451
4451,Western_Front_%28World_War_I%29,A4452
4452,Western_Roman_Empire,A4453
4453,Western_Sahara,A4454
4454,Western_painting,A4455
4455,Westminster_Abbey,A4456
4456,Westminster_System,A4457
4457,Weston-super-Mare,A4458
